Officiality,Name,Size,Type,Alignment,AC,HP,Normal,Flying,Swim,Burrow,Climb,STR,DEX,CON,INT,WIS,CHA,Saving Throws,Skills,WRI,Senses,Languages,CR,XP,Unknown,All Environments,Arctic,Coastal,Desert,Forest,Grassland,Hills,Jungle,Mountain,Swamp,Underdark,Underwater,Urban,Additional,Source,Author
,Juiblex,Huge,Fiend,CE,18,350,30 ft.,,,,,24,10,23,20,20,16,"DEX, CON, WIS",Perception,"Coldres, fireres, lightningres, poisonimmu, nonmagicalimmu, blindedimmu, charmedimmu, deafenedimmu, exhaustionimmu, frightenedimmu, grappledimmu, paralyzedimmu, petrifiedimmu, poisonedimmu, proneimmu, restrainedimmu, stunnedimmu, unconsciousimmu",Truesight 120,"All, telepathy 120",23,50000,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Foul, Innate Spellcasting, Legendary, Lair, Magic Resistance, Magic Weapons, Regeneration, Spider Climb",Monster Manual,Wizards of the Coast
,Kalka-Kylla,Large,Monstrosity,N,15,85,30 ft.,,swim 30 ft.,,,17,12,16,15,16,12,-,"Deception, Insight, Stealth",-,Blindsight 30,Olman,3,700,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Amphibious, False Appearance, Shell",Monster Manual,Wizards of the Coast
,Kamadan,Large,Monstrosity,U,13,67,30 ft.,,,,,16,16,14,3,14,10,-,"Perception, Stealth",-,-,-,4,1100,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Keen Smell, Pounce",Monster Manual,Wizards of the Coast
,Kelpie,Medium,Plant,NE,14,67,10 ft.,,swim 30 ft.,,,14,14,16,7,12,10,-,"Perception, Stealth","Bludgeoningres, fireres, piercingres, blindedimmu, deafenedimmu, exhaustionimmu",Blindsight 60,"Common, Sylvan",4,1100,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Amphibious, Seaweed Shape, False Appearance",Monster Manual,Wizards of the Coast
,Kenku,Medium,Humanoid,CN,13,13,30 ft.,,,,,10,16,10,11,10,10,-,"Deception, Perception, Stealth",-,-,"Auran, Common",0.25,50,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Ambusher, Mimicry",Monster Manual,Wizards of the Coast
,Ki-Rin,Huge,Celestial,LG,20,152,60 ft.,fly 120 ft.,,,,21,16,16,19,20,20,-,"Perception, Insight, Religion","Poisonimmu, poisonedimmu","Blindsight 30, Darkvision 120","All, telepathy 120",12,8400,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Innate Spellcasting, Legendary Resistance, lair, Magic Resistance, Magic Weapons, Normal Spellcasting",Monster Manual,Wizards of the Coast
,Killer Whale,Huge,Beast,U,12,90,,,swim 60 ft.,,,19,10,13,3,12,7,-,Perception,-,Blindsight 120,-,3,700,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Echolocation, Hold Breath, Keen Hearing",Mordenkainen's Tome of Foes,Wizards of the Coast
,Knight,Medium,Humanoid,ANY,18,52,30 ft.,,,,,16,11,14,11,11,15,"CON, WIS",-,-,-,Any,3,700,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Brave,Out of the Abyss,Wizards of the Coast
,Kobold,Small,Humanoid,LE,12,5,30 ft.,,,,,7,15,9,8,7,8,-,-,-,Darkvision 60,"Common, Draconic",0.125,25,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Sunlight Sensitivity, Pack Tactics",Monster Manual,Wizards of the Coast
,Kobold Dragonshield,Small,Humanoid,LE,15,44,20 ft.,,,,,12,15,14,8,9,10,-,Perception,"Acidres, coldres, fireres, lightningres, poisonres",Darkvision 60,"Common, Draconic",1,200,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Dragon's Resistance, Heart of the Dragon, Pack Tactics, Sunlight Sensitivity",Monster Manual,Wizards of the Coast
,Kobold Inventor,Small,Humanoid,LE,12,13,30 ft.,,,,,7,15,12,8,7,8,-,Perception,-,Darkvision 60,"Common, Draconic",0.25,50,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Pack Tactics, Sunlight Sensitivity",Monster Manual,Wizards of the Coast
,Kobold Scale Sorcerer,Small,Humanoid,LE,15,27,30 ft.,,,,,7,15,14,10,9,14,-,"Arcana, Medicine",-,Darkvision 60,"COmmon, Draconic",1,200,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Normal Spellcasting, Sorcery Points, Pack Tactics, Sunlight Sensitivity",Monster Manual,Wizards of the Coast
,Korred,Small,Fey,CN,17,102,30 ft.,,,burrow 30 ft.,,23,14,20,10,15,9,-,"Athletics, Perception, Stealth",Nonmagicalres,"Darkvision 120, Tremorsense 120","Dwarvish, Gnomish, Sylvan, Terran, Undercommon",7,2900,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Command Hair, Innate Spellcasting, Stone Camouflage, Stone's Strength",Monster Manual,Wizards of the Coast
,Kraken,Gargantuan,Monstrosity,CE,18,472,20 ft.,,swim 60 ft.,,,30,11,25,22,18,20,"STR, DEX, CON, INT, WIS",-,"Lightningimmu, nonmagicalimmu, frightenedimmu, paralyzedimmu",Truesight 120,"Abyssal, Celestial, Infernal, Primordial, telepathy 120",23,50000,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Amphibious, Freedom of Movement, Siege Monster, Lair, Legendary",Monster Manual,Wizards of the Coast
,Kraken Priest,Medium,Humanoid,ANY,10,75,30 ft.,,swim 30 ft.,,,12,10,16,10,15,14,-,Perception,-,-,Any,5,1800,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Amphibious, Innate Spellcasting",Princes of the Apocalypse,Wizards of the Coast
,"Kraken, Malformed",Huge,Monstrosity,CE,17,172,20 ft.,,swim 40 ft.,,,25,11,20,11,15,15,"STR, CON, INT, WIS, CHA",-,"Nonmagicalres, lightningimmu, frightenedimmu, paralyzedimmu",Truesight 60,"Common, telepathy 60",10,5900,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Amphibious, Siege Monster",Monster Manual,Wizards of the Coast
,Kruthik Hive Lord,Large,Monstrosity,U,20,102,40 ft.,,,burrow 20 ft.,climb 40 ft.,19,16,17,10,14,10,-,-,-,"Darkvision 60, Tremorsense 60",Own,5,1800,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Keen Smell, Pack Tactics, Tunneler",Monster Manual,Wizards of the Coast
,Kuo-Toa,Medium,Humanoid,NE,13,13,30 ft.,,swim 30 ft.,,,13,10,11,11,10,8,-,Perception,-,Darkvision 120,Undercommon,0.25,50,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Amphibious, Otherworldly Perception, Slippery, Sunlight Sensitivity",Monster Manual,Wizards of the Coast
,Kuo-Toa Archpriest,Medium,Humanoid,NE,13,97,30 ft.,,swim 30 ft.,,,16,14,16,13,16,14,-,"Perception, Religion",-,Darkvision 120,Undercommon,6,2300,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Amphibious, Otherworldly Perception, Slippery, Sunlight Sensitivity, Normal Spellcasting",Monster Manual,Wizards of the Coast
,Kuo-Toa Whip,Medium,Humanoid,NE,11,65,30 ft.,,swim 30 ft.,,,14,10,14,12,14,11,-,"Perception, Religion",-,Darkvision 120,Undercommon,1,200,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Amphibious, Otherworldly Perception, Slippery, Sunlight Sensitivity, Normal Spellcasting",Monster Manual,Wizards of the Coast
,Lamia,Large,Monstrosity,CE,13,97,30 ft.,,,,,16,13,15,14,15,16,-,"Deception, Insight, Stealth",-,Darkvision 60,"Abyssal, Common",4,1100,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Innate Spellcasting,Monster Manual,Wizards of the Coast
,Lemure,Medium,Fiend,LE,7,13,15 ft.,,,,,10,5,11,1,11,3,-,-,"Coldres, fireimmu, poisonimmu, charmedimmu, frightenedimmu, poisonedimmu",Darkvision 120,Infernal,0,10,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Devil's Sight, Hellish Rejuvenation",Monster Manual,Wizards of the Coast
,Leucrotta,Large,Monstrosity,CE,14,67,50 ft.,,,,,18,14,15,9,12,6,-,"Deception, Perception",-,Darkvision 60,"Abyssal, Gnoll",3,700,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Keen Smell, Kicking Retreat, Mimicry, Rampage",Monster Manual,Wizards of the Coast
,Leviathan,Gargantuan,Elemental,N,17,328,40 ft.,,swim 120 ft.,,,30,24,30,2,18,17,"WIS, CHA",-,"Nonmagicalres, acidimmu, poisonimmu, exhaustionimmu, grappledimmu, paralyzedimmu, petrifiedimmu, poisonedimmu, proneimmu, restrainedimmu, stunnedimmu",Darkvision 60,-,20,25000,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Legendary, Partial Freeze, Siege Monster, Water Form",Monster Manual,Wizards of the Coast
,Lich,Medium,Undead,ANY EVIL,17,135,30 ft.,,,,,11,16,16,20,14,16,"CON, INT, WIS","Arcana, History, Insight, Perception","Coldres, lightningres, necroticres, poisonimmu, nonmagicalimmu, charmedimmu, exhaustionimmu, frightenedimmu, paralyzedimmu, poisonedimmu",Truesight 120,"Common, Any",21,33000,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Legendary, Rejuvenation, Normal Spellcasting, Turn Resistance, Lair",Monster Manual,Wizards of the Coast
,Lion,Large,Beast,U,12,26,50 ft.,,,,,17,15,13,3,12,8,-,"Perception, Stealth",-,-,-,1,200,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Keen Smell, Pack Tactics, Pounce, Running Leap",Mordenkainen's Tome of Foes,Wizards of the Coast
,Lizard,Tiny,Beast,U,10,2,20 ft.,,,,climb 20 ft.,2,11,10,1,8,3,-,-,-,Darkvision 30,-,0,10,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,Mordenkainen's Tome of Foes,Wizards of the Coast
,Lizard King/Queen,Medium,Humanoid,CE,15,78,30 ft.,,swim 30 ft.,,,17,12,15,11,11,15,"CON, WIS","Perception, Stealth, Survival",Frightenedimmu,Darkvision 60,"Abyssal, Draconic",4,1100,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Hold Breath, Skewer",Monster Manual,Wizards of the Coast
,Lizardfolk,Medium,Humanoid,N,15,22,30 ft.,,swim 30 ft.,,,15,10,13,7,12,7,-,"Perception, Stealth, Survival",-,-,Draconic,0.5,100,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Hold Breath,Monster Manual,Wizards of the Coast
,Lizardfolk Shaman,Medium,Humanoid,N,13,27,30 ft.,,swim 30 ft.,,,15,10,13,10,15,8,-,"Perception, Stealth, Survival",-,-,Draconic,2,450,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Hold Breath, Normal Spellcasting",Monster Manual,Wizards of the Coast
,Lonely Sorrowsworn,Medium,Monstrosity,NE,16,112,30 ft.,,,,,16,12,17,6,11,6,-,-,Darknessres,Darkvision 60,Common,9,5000,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Psychic Leech, Thrives on Company",Volo's Guide to Monsters,Wizards of the Coast
,Lost Sorrowsworn,Medium,Monstrosity,NE,15,78,30 ft.,,,,,17,12,15,6,7,5,-,Athletics,Darknessres,Darkvision 60,Common,7,2900,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-,Volo's Guide to Monsters,Wizards of the Coast
,Mage,Medium,Humanoid,ANY,12,40,30 ft.,,,,,9,14,11,17,12,11,"INT, WIS","Arcana, History",-,-,Any,6,2300,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Normal Spellcasting,Princes of the Apocalypse,Wizards of the Coast
,Magma Mephit,Small,Elemental,NE,11,22,30 ft.,fly 30 ft.,,,,8,12,12,7,10,10,-,Stealth,"Coldweak, fireimmu, poisonimmu",Darkvision 60,"Ignan, Terran",0.5,100,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Death Burst, False Appearance, Innate Spellcasting",Monster Manual,Wizards of the Coast
,Magmin,Small,Elemental,CN,14,9,30 ft.,,,,,7,15,12,8,11,10,-,-,"Nonmagicalres, fireimmu",Darkvision 60,Ignan,0.5,100,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Death Burst, Ignited Illumination",Monster Manual,Wizards of the Coast
,Male Steeder,Medium,Monstrosity,U,12,13,30 ft.,,,,climb 30 ft.,15,12,14,2,10,3,-,"Stealth, Perception",-,Darkvision 120,-,0.25,50,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Spider Climb, Extraordinary Leap",Volo's Guide to Monsters,Wizards of the Coast
,Mammoth,Huge,Beast,U,13,126,40 ft.,,,,,24,9,21,3,11,6,-,-,-,-,-,6,2300,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Trampling Charge,Mordenkainen's Tome of Foes,Wizards of the Coast
,Manes,Small,Fiend,CE,9,9,20 ft.,,,,,10,9,13,3,8,4,-,-,"Coldres, fireres, lightningres, poisonimmu, charmedimmu, frightenedimmu, poisonedimmu",Darkvision 60,Abyssal,0.125,25,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,Monster Manual,Wizards of the Coast
,Manticore,Large,Monstrosity,LE,14,68,30 ft.,fly 50 ft.,,,,17,16,17,7,12,8,-,-,-,Darkvision 60,Common,3,700,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Tail Spike Regrowth,Monster Manual,Wizards of the Coast
,Mantrap,Large,Plant,U,12,45," 5 ft.",,,,,15,14,12,1,10,2,-,-,"Blindedimmu, deafenedimmu, exhaustionimmu, proneimmu",Tremorsense 30,-,1,200,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Attractive Pollen, False Appearance",Monster Manual,Wizards of the Coast
,Marid,Large,Elemental,CN,17,229,30 ft.,fly 60 ft.,swim 90 ft.,,,22,12,26,18,17,18,"DEX, WIS, CHA",-,"Acidimmu, coldimmu, lightningimmu","Blindsight 30, Darkvision 120",Aquan,11,7200,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Amphibious, Elemental Demise, Innate Spellcasting",Monster Manual,Wizards of the Coast
,Marilith,Large,Fiend,CE,18,189,40 ft.,,,,,18,20,20,18,16,20,"STR, CON, WIS, CHA",-,"Coldres, fireres, lightningres, nonmagicalres, poisonimmu, poisonedimmu",Truesight 120,"Abyssal, telepathy 120",16,15000,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Magic Resistance, Magic Weapons, Reactive",Monster Manual,Wizards of the Coast
,Martial Arts Adept,Medium,Humanoid,ANY,16,60,40 ft.,,,,,11,17,13,11,16,10,-,"Acrobatics, Insight, Stealth",-,-,Any,3,700,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Unarmored Defense,Princes of the Apocalypse,Wizards of the Coast
,Marut,Large,Construct,LN,22,432,40 ft.,fly 30 ft.,,,,28,12,26,19,15,18,"INT, WIS, CHA","Insight, Intimidation, Perception","Thunderres, nonmagicalres, poisonimmu, charmedimmu, frightenedimmu, paralyzedimmu, poisonedimmu, unconsciousimmu",Darkvision 60,All,25,75000,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Immutable Form, Innate Spellcasting, Legendary Resistance, Magic Resistance",Monster Manual,Wizards of the Coast
,Master Thief,Medium,Humanoid,ANY,16,84,30 ft.,,,,,11,18,14,11,11,12,"DEX, INT","Acrobatics, Athletics, Perception, Sleight of Hand, Stealth",-,-,"Any, Thieves' Cant",5,1800,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Cunning ACtion, Evasion, Sneak Attack",Princes of the Apocalypse,Wizards of the Coast
,Mastiff,Medium,Beast,U,12,5,40 ft.,,,,,13,14,12,3,12,7,-,Perception,-,-,-,0.125,25,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Keen Hearing, Keen Smell",Mordenkainen's Tome of Foes,Wizards of the Coast
,Maurezhi,Medium,Fiend,CE,15,88,30 ft.,,,,,14,17,12,11,12,15,-,Deception,"Coldres, fireres, lightningres, necroticres, nonmagicalres, poisonimmu, charmedimmu, exhaustionimmu, poisonedimmu",Darkvision 120,"Abyssal, Elvish, telepathy 120",7,2900,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Assume Form, Magic Resistance",Monster Manual,Wizards of the Coast
,Maw,Medium,Fiend,CE,13,33,30 ft.,,,,,14,8,13,5,8,5,-,-,"Coldres, fireres, lightningres, poisonimmu, charmedimmu, frightenedimmu, poisonedimmu",Darkvision 60,Abyssal,1,200,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Rampage,Monster Manual,Wizards of the Coast
,Meazel,Medium,Humanoid,NE,13,35,30 ft.,,,,,8,17,9,14,13,10,-,"Perception, Stealth",-,Darkvision 120,Common,1,200,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Shadow Stealth,Monster Manual,Wizards of the Coast
,Medusa,Medium,Monstrosity,LE,15,127,30 ft.,,,,,10,15,16,12,13,15,-,"Deception, Insight, Perception, Stealth",-,Darkvision 60,Common,6,2300,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Petrifying Gaze,Monster Manual,Wizards of the Coast
,Meenlock,Small,Fey,NE,15,31,30 ft.,,,,,7,15,12,11,10,8,-,"Perception, Stealth, Survival",Frightenedimmu,Darkvision 120,Telepathy 120,2,450,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Fear Aura, Light Sensitivity, Shadow Teleport",Monster Manual,Wizards of the Coast
,Merfolk,Medium,Humanoid,N,11,11,10 ft.,,swim 40 ft.,,,10,13,12,11,11,12,-,Perception,-,-,"Aquan, Common",0.125,25,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Amphibious,Monster Manual,Wizards of the Coast
,Merregon,Medium,Fiend,LE,16,45,30 ft.,,,,,18,14,17,6,12,8,-,-,"Coldres, nonmagicalres, nonsilveredres, fireimmu, poisonimmu, frightenedimmu, poisonedimmu",Darkvision 60,"Infernal, telepathy 120",4,1100,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Devil's Sight, Magic Resistance",Monster Manual,Wizards of the Coast
,Merrenoloth,Medium,Fiend,NE,13,40,30 ft.,,swim 40 ft.,,,8,17,10,17,14,11,"DEX, INT","History, Nature, Perception, Survival","Coldres, fireres, lightningres, nonmagicalres, acidimmu, poisonimmu, poisonedimmu","Blindsight 60, Darkvision 60","Abyssal, Infernal, telepathy 60",3,700,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Innate Spellcasting, Magic Resistance, Magic Weapons, Teleport, Lair",Volo's Guide to Monsters,Wizards of the Coast
,Merrow,Large,Monstrosity,CE,13,45,10 ft.,,swim 40 ft.,,,18,10,15,8,10,9,-,"Death Burst, Innate Spellcasting",-,Darkvision 60,"Abyssal, Aquan",2,450,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Amphibious,Monster Manual,Wizards of the Coast
,Mezzoloth,Medium,Fiend,NE,18,75,40 ft.,,,,,18,11,16,7,10,11,-,Perception,"Coldres, fireres, lightningres, nonmagicalres, acidimmu, poisonimmu, poisonedimmu","Blindsight 60, Darkvision 60","Abyssal, Infernal, telepathy 60",5,1800,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Innate Spellcasting, Magic Resistance, Magic Weapons",Volo's Guide to Monsters,Wizards of the Coast
,Mimic,Medium,Monstrosity,N,12,58,15 ft.,,,,,17,12,15,5,13,8,-,Stealth,"Acidimmu, proneimmu",Darkvision 60,-,2,450,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Shapechanger, Adhesive, False Appearance, Grappler",Monster Manual,Wizards of the Coast
,Mind Flayer,Medium,Aberration,LE,15,71,30 ft.,,,,,11,12,12,19,17,17,"INT, WIS, CHA","Arcana, Deception, Insight, Perception, Persuasion, Stealth",-,"Darkvision 120,","Deep Speech, Undercommon, telepathy 120",7,2900,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Magic Resistance, Innate Spellcasting (Psionics)",Monster Manual,Wizards of the Coast
,Mind Flayer Lich (Illithilich),Medium,Undead,ANY EVIL,17,135,30 ft.,,,,,11,16,16,20,14,16,"CON, INT, WIS","Arcana, History, Insight, Perception","Coldres, lightningres, necroticres, poisonimmu, nonmagicalimmu, charmedimmu, exhaustionimmu, frightenedimmu, paralyezdimmu, poisonedimmu",Truesight 120,"Common, Any, Deep Speech, Undercommon, telepathy 120",22,41000,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Legendary Resistance, Rejuvenation, Lair, Normal Spellcasting, Turn Resistance, Magic Resistance, Innate Spellcasting (Psionics)",Monster Manual,Wizards of the Coast
,Mindwitness,Large,Aberration,LE,15,75,,fly 20 ft.,,,,10,14,14,15,15,10,"INT, WIS",Perception,Proneimmu,Darkvision 120,"Deep Speech, Undercommon, telepathy 600",5,1800,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Telepathic Hub,Mordenkainen's Tome of Foes,Wizards of the Coast
,Minotaur,Large,Monstrosity,CE,14,76,40 ft.,,,,,18,11,16,6,16,9,-,Perception,-,Darkvision 60,Abyssal,3,700,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Charge, Labyrinthine Recall, Reckless",Mordenkainen's Tome of Foes,Wizards of the Coast
,Minotaur Skeleton,Large,Undead,LE,12,67,40 ft.,,,,,18,11,15,6,8,5,-,-,"Bludgeoningweak, poisonimmu, exhaustionimmu, poisonedimmu",Darkvision 60,Abyssal,2,450,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Charge,Volo's Guide to Monsters,Wizards of the Coast
,Moloch,Large,Fiend,LE,19,253,30 ft.,,,,,26,19,22,21,18,23,"DEX, CON, WIS, CHA","Deception, Intimidation, Perception","Coldres, nonmagicalres, nonsilveredres, fireimmu, poisonimmu, charmedimmu, exhaustionimmu, frightenedimmu, poisonedimmu",Darkvision 120,"All, telepathy 120",21,33000,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Innate Spellcasting, Legendary, Lair, Magic Resistance, Magic Weapons, Regeneration",Monster Manual,Wizards of the Coast
,Molydeus,Huge,Fiend,CE,19,216,40 ft.,,,,,28,22,25,21,24,24,"STR, CON, WIS, CHA",Perception,"Coldres, fireres, lightningres, nonmagicalres, poisonimmu, blindedimmu, charmedimmu, deafenedimmu, frightenedimmu, poisonedimmu, stunnedimmu",Truesight 120,"Abyssal, telepathy 120",21,33000,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Innate Spellcasting, Legendary, Magic Resistance, Magic Weapons",Monster Manual,Wizards of the Coast
